timestamp,raw,temperature,modified1,modified2,modified3
1612224000000,0.0,-3.9,0.0,0.0,0.0
1612227600000,0.0,-3.5,0.0,0.0,0.0
1612231200000,0.0,-3.0,,0.0,0.0
1612234800000,0.0,-2.6,,0.0,0.0
1612238400000,0.0,-2.4,0.0,0.0,0.0
1612242000000,0.0,-2.1,0.0,0.0,0.0
1612245600000,0.0,-2.0,0.0,0.0,0.0
1612249200000,0.0,-2.1,,0.0,0.0
1612252800000,0.0,-2.6,0.0,0.0,0.0
1612256400000,0.0,-3.0,0.0,0.0,0.0
1612260000000,0.0,-3.2,0.0,0.0,0.0
1612263600000,0.0,-3.6,0.0,0.0,0.0
1612267200000,0.0,-3.8,0.0,0.0,0.0
1612270800000,0.0,-4.2,0.0,0.0,0.0
1612274400000,0.0,-4.8,0.0,0.0,0.0
1612278000000,0.0,-5.4,0.0,0.0,0.0
1612281600000,0.0,-5.6,0.0,0.0,0.0
1612285200000,0.0,-5.6,0.0,0.0,0.0
1612288800000,0.0,-5.5,0.0,0.0,0.0
1612292400000,0.0,-5.6,0.0,0.0,0.0
1612296000000,0.0,-5.6,0.0,0.0,0.0
1612299600000,0.0,-5.7,0.0,0.0,0.0
1612303200000,0.0,-5.8,0.0,0.0,0.0
1612306800000,0.0,-5.8,0.0,0.0,0.0
1612310400000,0.0,2.1,0.0,0.0,0.0
1612314000000,0.0,2.1,0.0,0.0,0.0
1612317600000,0.0,2.0,0.0,0.0,0.0
1612321200000,0.0,2.0,,0.0,0.0
1612324800000,0.0,1.8,0.0,0.0,0.0
1612328400000,0.0,1.1,0.0,0.0,0.0
1612332000000,0.0,1.1,0.0,0.0,0.0
1612335600000,0.0,2.0,0.0,0.0,0.0
1612339200000,0.0,2.7,0.0,0.0,0.0
1612342800000,0.0,3.5,0.0,0.0,0.0
1612346400000,0.0,4.0,0.0,0.0,0.0
1612350000000,0.0,4.4,,0.0,0.0
1612353600000,0.0,4.6,0.0,0.0,0.0
1612357200000,0.0,4.6,0.0,0.0,0.0
1612360800000,0.0,4.3,0.0,0.0,0.0
1612364400000,0.0,3.4,0.0,0.0,0.0
1612368000000,0.0,2.2,0.0,0.0,0.0
1612371600000,0.0,1.2,0.0,0.0,0.0
1612375200000,0.0,0.6,0.0,0.0,0.0
1612378800000,0.0,0.6,,0.0,0.0
1612382400000,0.0,0.3,0.0,0.0,0.0
1612386000000,0.0,-0.1,0.0,0.0,0.0
1612389600000,0.0,-0.3,0.0,0.0,0.0
1612393200000,0.0,-0.4,0.0,0.0,0.0
1612396800000,0.0,-0.3,0.0,0.0,0.0
1612400400000,0.0,-0.3,,0.0,0.0
1612404000000,0.0,-0.4,0.0,0.0,0.0
1612407600000,0.0,-0.4,0.0,0.0,0.0
1612411200000,0.0,-0.5,0.0,0.0,0.0
1612414800000,0.0,0.2,0.0,0.0,0.0
1612418400000,0.0,1.9,0.0,0.0,0.0
1612422000000,0.0,3.8,0.0,0.0,0.0
1612425600000,0.0,5.1,0.0,0.0,0.0
1612429200000,0.0,5.8,0.0,0.0,0.0
1612432800000,0.0,5.6,0.0,0.0,0.0
1612436400000,0.0,5.9,0.0,0.0,0.0
1612440000000,1118.2,6.2,1118.2,,1118.2
1612443600000,0.0,6.2,0.0,0.0,0.0
1612447200000,0.0,5.6,0.0,0.0,0.0
1612450800000,0.0,5.0,0.0,0.0,0.0
1612454400000,0.0,4.0,0.0,0.0,0.0
1612458000000,0.0,2.7,0.0,0.0,0.0
1612461600000,0.0,1.4,0.0,0.0,0.0
1612465200000,0.0,0.8,0.0,0.0,0.0
1612468800000,0.0,0.3,0.0,0.0,0.0
1612472400000,0.0,-0.3,0.0,0.0,0.0
1612476000000,0.0,-1.0,0.0,0.0,0.0
1612479600000,0.0,-1.5,0.0,0.0,0.0
1612483200000,0.0,-0.2,0.0,0.0,0.0
1612486800000,0.0,-0.6,0.0,0.0,0.0
1612490400000,0.0,-0.9,0.0,0.0,0.0
1612494000000,0.0,-1.0,0.0,0.0,0.0
1612497600000,0.0,0.1,0.0,0.0,0.0
1612501200000,0.0,1.9,0.0,0.0,0.0
1612504800000,0.0,3.7,,0.0,0.0
1612508400000,0.0,5.2,0.0,0.0,0.0
1612512000000,414.40000000000003,6.4,414.40000000000003,414.40000000000003,414.40000000000003
1612515600000,539.17,6.9,539.17,539.17,539.17
1612519200000,1720.9,6.8,1720.9,,1720.9
1612522800000,1447.0,7.4,1447.0,1447.0,1447.0
1612526400000,1262.53,7.9,1262.53,1262.53,1262.53
1612530000000,896.23,8.0,896.23,896.23,896.23
1612533600000,32.39,7.8,32.39,32.39,32.39
1612537200000,0.0,7.4,0.0,0.0,0.0
1612540800000,0.0,6.8,0.0,0.0,0.0
1612544400000,0.0,6.0,0.0,0.0,0.0
1612548000000,0.0,4.9,0.0,0.0,0.0
1612551600000,0.0,3.6,0.0,0.0,0.0
1612555200000,0.0,2.9,0.0,0.0,0.0
1612558800000,0.0,2.5,0.0,0.0,0.0
1612562400000,0.0,2.3,0.0,0.0,0.0
1612566000000,0.0,2.2,0.0,0.0,0.0
1612569600000,0.0,7.7,0.0,0.0,0.0
1612573200000,0.0,6.8,0.0,0.0,0.0
1612576800000,0.0,6.4,0.0,0.0,0.0
1612580400000,0.0,7.3,0.0,0.0,0.0
1612584000000,0.0,10.3,0.0,0.0,0.0
1612587600000,0.0,12.7,0.0,0.0,0.0
1612591200000,0.0,14.7,0.0,0.0,0.0
1612594800000,57.67,16.0,57.67,57.67,57.67
1612598400000,1024.46,16.9,1024.46,1024.46,1024.46
1612602000000,1378.92,17.5,1378.92,,1378.92
1612605600000,1464.93,18.1,1464.93,,1464.93
1612609200000,968.83,18.6,968.83,968.83,968.83
1612612800000,773.09,19.0,773.09,773.09,773.09
1612616400000,0.0,19.1,0.0,0.0,0.0
1612620000000,0.0,19.1,0.0,0.0,0.0
1612623600000,0.0,19.0,0.0,0.0,0.0
1612627200000,0.0,18.7,0.0,0.0,0.0
1612630800000,0.0,17.8,0.0,0.0,0.0
1612634400000,0.0,16.3,0.0,0.0,0.0
1612638000000,0.0,14.6,0.0,0.0,0.0
1612641600000,0.0,13.1,,0.0,0.0
1612645200000,0.0,11.8,0.0,0.0,0.0
1612648800000,0.0,10.9,0.0,0.0,0.0
1612652400000,0.0,10.2,0.0,0.0,0.0
1612656000000,0.0,17.9,0.0,0.0,0.0
1612659600000,0.0,17.5,0.0,0.0,0.0
1612663200000,0.0,17.2,0.0,0.0,0.0
1612666800000,0.0,17.5,0.0,0.0,0.0
1612670400000,0.0,18.3,0.0,0.0,0.0
1612674000000,0.0,19.5,0.0,0.0,0.0
1612677600000,0.0,20.7,0.0,0.0,0.0
1612681200000,0.0,21.2,0.0,0.0,
1612684800000,0.0,22.1,0.0,0.0,
1612688400000,0.0,22.4,0.0,0.0,
1612692000000,0.0,22.8,0.0,0.0,
1612695600000,0.0,22.9,0.0,0.0,
1612699200000,0.0,23.2,0.0,0.0,
1612702800000,0.0,23.4,0.0,0.0,
1612706400000,0.0,23.3,0.0,0.0,
1612710000000,0.0,23.0,0.0,0.0,
1612713600000,0.0,22.5,,0.0,
1612717200000,0.0,21.8,0.0,0.0,
1612720800000,0.0,20.9,0.0,0.0,0.0
1612724400000,0.0,19.6,0.0,0.0,0.0
1612728000000,0.0,18.5,0.0,0.0,0.0
1612731600000,0.0,17.6,0.0,0.0,0.0
1612735200000,0.0,17.0,0.0,0.0,0.0
1612738800000,0.0,16.5,0.0,0.0,0.0
1612742400000,0.0,15.2,0.0,0.0,0.0
1612746000000,0.0,14.7,0.0,0.0,0.0
1612749600000,0.0,14.5,0.0,0.0,0.0
1612753200000,0.0,14.5,0.0,0.0,0.0
1612756800000,0.0,15.1,0.0,0.0,0.0
1612760400000,0.0,16.1,0.0,0.0,0.0
1612764000000,0.0,17.0,0.0,0.0,0.0
1612767600000,0.0,17.7,0.0,0.0,0.0
1612771200000,0.0,18.7,0.0,0.0,0.0
1612774800000,0.0,19.2,0.0,0.0,0.0
1612778400000,0.0,19.6,0.0,0.0,0.0
1612782000000,0.0,20.1,0.0,0.0,0.0
1612785600000,0.0,20.0,0.0,0.0,0.0
1612789200000,0.0,19.9,0.0,0.0,0.0
1612792800000,0.0,19.4,0.0,0.0,0.0
1612796400000,0.0,18.7,0.0,0.0,0.0
1612800000000,0.0,18.2,0.0,0.0,0.0
1612803600000,0.0,17.9,0.0,0.0,0.0
1612807200000,0.0,17.3,0.0,0.0,0.0
1612810800000,0.0,15.8,0.0,0.0,0.0
1612814400000,0.0,15.1,0.0,0.0,0.0
1612818000000,0.0,14.6,0.0,0.0,0.0
1612821600000,0.0,14.2,0.0,0.0,0.0
1612825200000,0.0,13.9,0.0,0.0,0.0
1612828800000,0.0,9.7,0.0,0.0,0.0
1612832400000,0.0,9.4,0.0,0.0,0.0
1612836000000,0.0,9.4,0.0,0.0,0.0
1612839600000,0.0,9.1,0.0,0.0,0.0
1612843200000,0.0,9.1,,0.0,0.0
1612846800000,0.0,9.7,0.0,0.0,0.0
1612850400000,0.0,10.9,0.0,0.0,0.0
1612854000000,0.0,11.9,0.0,0.0,0.0
1612857600000,426.42,12.6,426.42,426.42,426.42
1612861200000,1033.36,12.9,1033.36,1033.36,1033.36
1612864800000,1227.59,13.3,,,1227.59
1612868400000,820.77,13.3,820.77,820.77,820.77
1612872000000,687.4,13.2,687.4,687.4,687.4
1612875600000,553.5,13.2,553.5,553.5,553.5
1612879200000,0.0,13.1,0.0,0.0,0.0
1612882800000,0.0,12.8,0.0,0.0,0.0
1612886400000,0.0,12.2,0.0,0.0,0.0
1612890000000,0.0,11.7,,0.0,0.0
1612893600000,0.0,11.8,0.0,0.0,0.0
1612897200000,0.0,11.9,0.0,0.0,0.0
1612900800000,0.0,12.2,0.0,0.0,0.0
1612904400000,0.0,12.4,0.0,0.0,0.0
1612908000000,0.0,12.3,0.0,0.0,0.0
1612911600000,0.0,12.0,0.0,0.0,0.0
1612915200000,0.0,9.0,0.0,0.0,0.0
1612918800000,0.0,9.0,0.0,0.0,0.0
1612922400000,0.0,9.0,0.0,0.0,0.0
1612926000000,0.0,9.0,0.0,0.0,0.0
1612929600000,0.0,8.8,0.0,0.0,0.0
1612933200000,0.0,8.4,0.0,0.0,0.0
1612936800000,0.0,8.7,0.0,0.0,0.0
1612940400000,0.0,9.2,0.0,0.0,0.0
1612944000000,500.17999999999995,10.1,500.17999999999995,500.17999999999995,500.17999999999995
1612947600000,917.45,10.8,917.45,917.45,917.45
1612951200000,1140.64,11.2,1140.64,1140.64,1140.64
1612954800000,1568.55,11.8,1568.55,,1568.55
1612958400000,1156.52,12.0,1156.52,1156.52,1156.52
1612962000000,0.0,12.3,0.0,0.0,0.0
1612965600000,0.0,12.3,0.0,0.0,0.0
1612969200000,0.0,11.7,0.0,0.0,0.0
1612972800000,0.0,10.6,0.0,0.0,0.0
1612976400000,0.0,9.9,0.0,0.0,0.0
1612980000000,0.0,9.5,0.0,0.0,0.0
1612983600000,0.0,9.3,0.0,0.0,0.0
1612987200000,0.0,8.9,0.0,0.0,0.0
1612990800000,0.0,8.5,0.0,0.0,0.0
1612994400000,0.0,8.1,0.0,0.0,0.0
1612998000000,0.0,7.8,0.0,0.0,0.0
1613001600000,0.0,4.7,0.0,0.0,0.0
1613005200000,0.0,4.4,0.0,0.0,0.0
1613008800000,0.0,4.1,0.0,0.0,0.0
1613012400000,0.0,3.8,0.0,0.0,0.0
1613016000000,0.0,3.6,0.0,0.0,0.0
1613019600000,0.0,3.5,0.0,0.0,0.0
1613023200000,0.0,3.4,0.0,0.0,0.0
1613026800000,0.0,4.9,0.0,0.0,0.0
1613030400000,221.29000000000002,5.4,221.29000000000002,221.29000000000002,221.29000000000002
1613034000000,1096.83,6.3,1096.83,1096.83,1096.83
1613037600000,1014.97,7.1,1014.97,1014.97,1014.97
1613041200000,1923.65,7.5,1923.65,,1923.65
1613044800000,1472.56,7.6,1472.56,1472.56,1472.56
1613048400000,983.58,7.5,983.58,983.58,983.58
1613052000000,0.0,7.2,0.0,0.0,0.0
1613055600000,0.0,7.0,0.0,0.0,0.0
1613059200000,0.0,6.8,0.0,0.0,0.0
1613062800000,0.0,6.5,0.0,0.0,0.0
1613066400000,0.0,6.5,0.0,0.0,0.0
1613070000000,0.0,6.1,,0.0,0.0
1613073600000,0.0,5.8,,0.0,0.0
1613077200000,0.0,5.6,0.0,0.0,0.0
1613080800000,0.0,5.5,0.0,0.0,0.0
1613084400000,0.0,5.4,0.0,0.0,0.0
1613088000000,0.0,-10.3,0.0,0.0,0.0
1613091600000,0.0,-9.6,0.0,0.0,0.0
1613095200000,0.0,-8.8,0.0,0.0,0.0
1613098800000,0.0,-8.1,0.0,0.0,0.0
1613102400000,0.0,-7.7,0.0,0.0,0.0
1613106000000,0.0,-7.3,0.0,0.0,0.0
1613109600000,0.0,-7.2,0.0,0.0,0.0
1613113200000,0.0,-7.6,0.0,0.0,0.0
1613116800000,0.0,-7.4,,0.0,0.0
1613120400000,0.0,-7.0,0.0,0.0,0.0
1613124000000,0.0,-6.6,0.0,0.0,0.0
1613127600000,0.0,-6.3,0.0,0.0,0.0
1613131200000,0.0,-6.1,0.0,0.0,0.0
1613134800000,0.0,-6.1,0.0,0.0,0.0
1613138400000,0.0,-6.3,0.0,0.0,0.0
1613142000000,0.0,-6.3,0.0,0.0,0.0
1613145600000,0.0,-6.1,0.0,0.0,0.0
1613149200000,0.0,-6.0,0.0,0.0,0.0
1613152800000,0.0,-5.8,0.0,0.0,0.0
1613156400000,0.0,-5.0,0.0,0.0,0.0
1613160000000,0.0,-5.0,0.0,0.0,0.0
1613163600000,0.0,-5.2,,0.0,0.0
1613167200000,0.0,-5.3,0.0,0.0,0.0
1613170800000,0.0,-5.5,,0.0,0.0
1613174400000,0.0,-8.0,0.0,0.0,0.0
1613178000000,0.0,-7.9,0.0,0.0,0.0
1613181600000,0.0,-7.7,0.0,0.0,0.0
1613185200000,0.0,-7.5,0.0,0.0,0.0
1613188800000,0.0,-7.8,0.0,0.0,0.0
1613192400000,0.0,-7.6,0.0,0.0,0.0
1613196000000,0.0,-8.1,0.0,0.0,0.0
1613199600000,0.0,-5.9,0.0,0.0,0.0
1613203200000,0.0,-5.2,0.0,0.0,0.0
1613206800000,0.0,-4.7,0.0,0.0,0.0
1613210400000,0.0,-4.2,0.0,0.0,0.0
1613214000000,0.0,-3.7,0.0,0.0,0.0
1613217600000,0.0,-3.6,0.0,0.0,0.0
1613221200000,0.0,-3.5,0.0,0.0,0.0
1613224800000,0.0,-3.6,0.0,0.0,0.0
1613228400000,0.0,-3.7,0.0,0.0,0.0
1613232000000,0.0,-4.1,0.0,0.0,0.0
1613235600000,0.0,-4.7,,0.0,0.0
1613239200000,0.0,-4.9,0.0,0.0,0.0
1613242800000,0.0,-4.4,0.0,0.0,0.0
1613246400000,0.0,-4.6,0.0,0.0,0.0
1613250000000,0.0,-4.5,0.0,0.0,0.0
1613253600000,0.0,-4.5,0.0,0.0,0.0
1613257200000,0.0,-4.4,0.0,0.0,0.0
1613260800000,0.0,-4.6,0.0,0.0,0.0
1613264400000,0.0,-5.0,0.0,0.0,0.0
1613268000000,0.0,-5.3,0.0,0.0,0.0
1613271600000,0.0,-5.5,0.0,0.0,0.0
1613275200000,0.0,-5.6,0.0,0.0,0.0
1613278800000,0.0,-5.9,0.0,0.0,0.0
1613282400000,0.0,-5.8,0.0,0.0,0.0
1613286000000,0.0,-5.0,,0.0,0.0
1613289600000,0.0,-4.8,0.0,0.0,0.0
1613293200000,0.0,-4.9,0.0,0.0,0.0
1613296800000,0.0,-4.6,,0.0,0.0
1613300400000,1549.81,-4.9,1549.81,1549.81,1549.81
1613304000000,2309.1,-5.0,2309.1,,2309.1
1613307600000,1622.06,-5.2,1622.06,1622.06,1622.06
1613311200000,0.0,-5.5,0.0,0.0,0.0
1613314800000,0.0,-5.8,,0.0,0.0
1613318400000,0.0,-6.7,0.0,0.0,0.0
1613322000000,0.0,-7.2,0.0,0.0,0.0
1613325600000,0.0,-7.6,0.0,0.0,0.0
1613329200000,0.0,-7.5,0.0,0.0,0.0
1613332800000,0.0,-7.4,0.0,0.0,0.0
1613336400000,0.0,-8.0,0.0,0.0,0.0
1613340000000,0.0,-8.1,0.0,0.0,0.0
1613343600000,0.0,-8.2,0.0,0.0,0.0
1613347200000,0.0,-8.5,0.0,0.0,0.0
1613350800000,0.0,-8.9,0.0,0.0,0.0
1613354400000,0.0,-8.9,0.0,0.0,0.0
1613358000000,0.0,-8.9,0.0,0.0,0.0
1613361600000,0.0,-9.0,0.0,0.0,0.0
1613365200000,0.0,-9.5,0.0,0.0,0.0
1613368800000,0.0,-10.0,0.0,0.0,0.0
1613372400000,380.15,-10.6,380.15,380.15,380.15
1613376000000,1287.31,-10.1,1287.31,1287.31,1287.31
1613379600000,1784.33,-8.8,1784.33,1784.33,1784.33
1613383200000,2972.9,-8.0,2972.9,,2972.9
1613386800000,3206.39,-7.5,3206.39,,3206.39
1613390400000,3152.62,-7.0,3152.62,,3152.62
1613394000000,1305.23,-6.8,1305.23,1305.23,1305.23
1613397600000,0.0,-7.1,,0.0,0.0
1613401200000,0.0,-7.7,0.0,0.0,0.0
1613404800000,0.0,-8.2,0.0,0.0,0.0
1613408400000,0.0,-8.3,0.0,0.0,0.0
1613412000000,0.0,-8.7,0.0,0.0,0.0
1613415600000,0.0,-8.4,0.0,0.0,0.0
1613419200000,0.0,-7.9,0.0,0.0,0.0
1613422800000,0.0,-7.2,0.0,0.0,0.0
1613426400000,0.0,-6.3,0.0,0.0,0.0
1613430000000,0.0,-5.3,0.0,0.0,0.0
1613433600000,0.0,-4.3,0.0,0.0,0.0
1613437200000,0.0,-3.7,0.0,0.0,0.0
1613440800000,0.0,-3.4,0.0,0.0,0.0
1613444400000,0.0,-3.4,0.0,0.0,0.0
1613448000000,0.0,-3.4,,0.0,0.0
1613451600000,0.0,-3.3,0.0,0.0,0.0
1613455200000,0.0,-3.4,0.0,0.0,0.0
1613458800000,0.0,-2.7,0.0,0.0,0.0
1613462400000,0.0,-2.8,0.0,0.0,0.0
1613466000000,0.0,-2.8,0.0,0.0,0.0
1613469600000,0.0,-2.7,0.0,0.0,0.0
1613473200000,0.0,-2.6,0.0,0.0,0.0
1613476800000,0.0,-2.8,0.0,0.0,0.0
1613480400000,0.0,-3.4,0.0,0.0,0.0
1613484000000,0.0,-4.3,0.0,0.0,0.0
1613487600000,0.0,-5.4,0.0,0.0,0.0
1613491200000,0.0,-6.5,0.0,0.0,0.0
1613494800000,0.0,-7.5,0.0,0.0,0.0
1613498400000,0.0,-8.5,0.0,0.0,0.0
1613502000000,0.0,-8.6,0.0,0.0,0.0
1613505600000,0.0,-9.3,0.0,0.0,0.0
1613509200000,0.0,-9.8,0.0,0.0,0.0
1613512800000,0.0,-10.4,0.0,0.0,0.0
1613516400000,0.0,-10.8,,0.0,0.0
1613520000000,0.0,-11.2,0.0,0.0,0.0
1613523600000,0.0,-11.5,0.0,0.0,0.0
1613527200000,0.0,-11.6,0.0,0.0,0.0
1613530800000,0.0,-12.3,0.0,0.0,0.0
1613534400000,0.0,-12.2,0.0,0.0,0.0
1613538000000,0.0,-12.5,0.0,0.0,0.0
1613541600000,0.0,-12.7,0.0,0.0,0.0
1613545200000,0.0,-12.5,0.0,0.0,0.0
1613548800000,241.86,-12.2,241.86,241.86,241.86
1613552400000,2068.88,-11.7,2068.88,2068.88,2068.88
1613556000000,3110.79,-11.7,3110.79,,3110.79
1613559600000,3221.77,-11.5,3221.77,,3221.77
1613563200000,2751.6,-11.3,2751.6,2751.6,2751.6
1613566800000,1720.93,-11.5,1720.93,1720.93,1720.93
1613570400000,675.24,-11.8,675.24,675.24,675.24
1613574000000,0.0,-12.4,0.0,0.0,0.0
1613577600000,0.0,-13.2,0.0,0.0,0.0
1613581200000,0.0,-13.9,0.0,0.0,0.0
1613584800000,0.0,-15.0,0.0,0.0,0.0
1613588400000,0.0,-15.6,0.0,0.0,0.0
1613592000000,0.0,-16.8,0.0,0.0,0.0
1613595600000,0.0,-17.5,0.0,0.0,0.0
1613599200000,0.0,-18.4,0.0,0.0,0.0
1613602800000,0.0,-19.3,0.0,0.0,0.0
1613606400000,0.0,-20.3,0.0,0.0,0.0
1613610000000,0.0,-21.4,0.0,0.0,0.0
1613613600000,0.0,-22.3,0.0,0.0,0.0
1613617200000,0.0,-22.8,0.0,0.0,0.0
1613620800000,0.0,-23.5,0.0,0.0,0.0
1613624400000,0.0,-24.0,0.0,0.0,0.0
1613628000000,0.84,-24.3,,0.84,0.84
1613631600000,752.39,-24.5,,752.39,752.39
1613635200000,2019.1299999999999,-22.6,2019.1299999999999,2019.1299999999999,2019.1299999999999
1613638800000,2867.79,-20.3,2867.79,2867.79,2867.79
1613642400000,3383.38,-18.1,3383.38,,3383.38
1613646000000,3215.56,-16.7,3215.56,,3215.56
1613649600000,2893.27,-15.8,2893.27,2893.27,2893.27
1613653200000,931.57,-15.4,931.57,931.57,931.57
1613656800000,0.0,-15.6,0.0,0.0,0.0
1613660400000,0.0,-16.5,0.0,0.0,0.0
1613664000000,0.0,-16.5,0.0,0.0,0.0
1613667600000,0.0,-16.5,0.0,0.0,0.0
1613671200000,0.0,-16.8,0.0,0.0,0.0
1613674800000,0.0,-15.1,0.0,0.0,0.0
1613678400000,0.0,-15.1,0.0,0.0,0.0
1613682000000,0.0,-15.2,,0.0,0.0
1613685600000,0.0,-15.4,0.0,0.0,0.0
1613689200000,0.0,-15.1,0.0,0.0,0.0
1613692800000,0.0,-14.7,0.0,0.0,0.0
1613696400000,0.0,-14.1,,0.0,0.0
1613700000000,0.0,-13.7,0.0,0.0,0.0
1613703600000,0.0,-13.8,,0.0,0.0
1613707200000,0.0,-13.9,0.0,0.0,0.0
1613710800000,0.0,-13.7,0.0,0.0,0.0
1613714400000,0.48,-13.5,0.48,0.48,0.48
1613718000000,791.0,-13.4,,791.0,791.0
1613721600000,2360.36,-12.9,2360.36,2360.36,2360.36
1613725200000,2611.57,-12.0,2611.57,2611.57,2611.57
1613728800000,2906.48,-11.5,2906.48,,2906.48
1613732400000,2854.87,-10.9,2854.87,,2854.87
1613736000000,1865.98,-10.3,1865.98,1865.98,1865.98
1613739600000,1169.55,-10.2,1169.55,1169.55,1169.55
1613743200000,483.35,-10.5,483.35,483.35,483.35
1613746800000,0.0,-11.0,0.0,0.0,0.0
1613750400000,0.0,-11.6,0.0,0.0,0.0
1613754000000,0.0,-12.1,0.0,0.0,0.0
1613757600000,0.0,-11.9,0.0,0.0,0.0
1613761200000,0.0,-10.0,0.0,0.0,0.0
1613764800000,0.0,-10.1,0.0,0.0,0.0
1613768400000,0.0,-10.6,0.0,0.0,0.0
1613772000000,0.0,-10.5,0.0,0.0,0.0
1613775600000,0.0,-10.2,0.0,0.0,0.0
1613779200000,0.0,-9.6,0.0,0.0,0.0
1613782800000,0.0,-9.1,0.0,0.0,0.0
1613786400000,0.0,-8.8,0.0,0.0,0.0
1613790000000,0.0,-8.3,0.0,0.0,0.0
1613793600000,0.0,-7.9,,0.0,0.0
1613797200000,0.0,-7.4,0.0,0.0,0.0
1613800800000,0.0,-6.9,0.0,0.0,0.0
1613804400000,0.0,-6.6,0.0,0.0,0.0
1613808000000,0.0,-5.8,0.0,0.0,0.0
1613811600000,0.0,-4.8,0.0,0.0,0.0
1613815200000,0.0,-3.9,0.0,0.0,0.0
1613818800000,0.0,-3.0,0.0,0.0,0.0
1613822400000,0.0,-2.3,0.0,0.0,0.0
1613826000000,0.0,-1.7,0.0,0.0,0.0
1613829600000,0.0,-1.3,0.0,0.0,0.0
1613833200000,0.0,-1.1,0.0,0.0,0.0
1613836800000,0.0,-0.8,,0.0,0.0
1613840400000,0.0,-0.5,0.0,0.0,0.0
1613844000000,0.0,-0.1,0.0,0.0,0.0
1613847600000,0.0,0.1,0.0,0.0,0.0
1613851200000,0.0,0.3,0.0,0.0,0.0
1613854800000,0.0,0.5,0.0,0.0,0.0
1613858400000,0.0,0.7,0.0,0.0,0.0
1613862000000,0.0,1.0,,0.0,0.0
1613865600000,0.0,1.3,0.0,0.0,0.0
1613869200000,0.0,1.6,0.0,0.0,0.0
1613872800000,0.0,1.9,0.0,0.0,0.0
1613876400000,0.0,2.1,,0.0,0.0
1613880000000,0.0,2.2,0.0,0.0,0.0
1613883600000,0.0,2.1,0.0,0.0,0.0
1613887200000,2253.7,2.0,2253.7,2253.7,2253.7
1613890800000,11814.64,1.9,11814.64,11814.64,11814.64
1613894400000,22134.7,2.0,,22134.7,22134.7
1613898000000,32342.6,1.9,32342.6,,32342.6
1613901600000,32470.52,2.3,32470.52,,32470.52
1613905200000,27700.66,2.6,,27700.66,27700.66
1613908800000,14119.6,2.3,14119.6,14119.6,14119.6
1613912400000,15203.68,2.0,15203.68,15203.68,15203.68
1613916000000,4923.8,1.6,4923.8,4923.8,4923.8
1613919600000,106.68,1.3,106.68,106.68,106.68
1613923200000,0.0,1.2,0.0,0.0,0.0
1613926800000,0.0,1.1,,0.0,0.0
1613930400000,0.0,1.0,0.0,0.0,0.0
1613934000000,0.0,1.0,0.0,0.0,0.0
1613937600000,0.0,1.0,0.0,0.0,0.0
1613941200000,0.0,1.0,0.0,0.0,0.0
1613944800000,0.0,1.0,0.0,0.0,0.0
1613948400000,0.0,1.0,0.0,0.0,0.0
1613952000000,0.0,1.0,0.0,0.0,0.0
1613955600000,0.0,0.9,0.0,0.0,0.0
1613959200000,0.0,0.8,0.0,0.0,0.0
1613962800000,0.0,0.8,,0.0,0.0
1613966400000,0.0,0.6,0.0,0.0,0.0
1613970000000,0.0,0.6,0.0,0.0,0.0
1613973600000,4932.1,0.6,,4932.1,4932.1
1613977200000,16158.01,-0.2,16158.01,16158.01,16158.01
1613980800000,27571.13,-1.0,27571.13,27571.13,27571.13
1613984400000,49963.24,-1.6,49963.24,49963.24,49963.24
1613988000000,62305.69,-2.0,62305.69,,62305.69
1613991600000,55735.270000000004,-2.4,55735.270000000004,55735.270000000004,55735.270000000004
1613995200000,49528.16,-2.9,49528.16,49528.16,49528.16
1613998800000,29269.44,-3.1,29269.44,29269.44,29269.44
1614002400000,15057.12,-3.2,15057.12,15057.12,15057.12
1614006000000,2379.58,-3.1,2379.58,2379.58,2379.58
1614009600000,0.0,-3.3,,0.0,0.0
1614013200000,0.0,-3.8,0.0,0.0,0.0
1614016800000,0.0,-4.7,0.0,0.0,0.0
1614020400000,0.0,-5.4,0.0,0.0,0.0
1614024000000,0.0,-6.1,0.0,0.0,0.0
1614027600000,0.0,-6.6,0.0,0.0,0.0
1614031200000,0.0,-6.9,0.0,0.0,0.0
1614034800000,0.0,-6.9,,0.0,0.0
1614038400000,0.0,-6.8,0.0,0.0,0.0
1614042000000,0.0,-6.6,,0.0,0.0
1614045600000,0.0,-6.5,0.0,0.0,0.0
1614049200000,0.0,-6.4,0.0,0.0,0.0
1614052800000,0.0,-6.2,0.0,0.0,0.0
1614056400000,0.0,-5.8,0.0,0.0,0.0
1614060000000,694.62,-5.3,694.62,694.62,694.62
1614063600000,7800.84,-4.8,7800.84,7800.84,7800.84
1614067200000,12388.55,-3.9,12388.55,12388.55,12388.55
1614070800000,8796.06,-3.2,8796.06,8796.06,8796.06
1614074400000,17902.68,-1.9,17902.68,,17902.68
1614078000000,17317.24,-0.7,17317.24,,17317.24
1614081600000,12411.54,0.4,12411.54,12411.54,12411.54
1614085200000,13265.32,1.1,13265.32,13265.32,13265.32
1614088800000,3544.15,1.5,,3544.15,3544.15
1614092400000,205.39,1.4,205.39,205.39,205.39
1614096000000,0.0,1.3,0.0,0.0,0.0
1614099600000,0.0,1.2,0.0,0.0,0.0
1614103200000,0.0,1.1,0.0,0.0,0.0
